Date,Confirmed,Deaths,Recovered/Active,New cases,New deaths,New recovered,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,No. of countries
2020-12-30,82938150,1888264,81049886,725300,15444,709856,2.28,97.72,2.33,190
2020-12-31,83777879,1901725,81876154,839729,13461,826268,2.27,97.73,2.32,190
2021-01-01,84341571,1911362,82430209,563692,9637,554055,2.27,97.73,2.32,190
2021-01-02,84945947,1920823,83025124,604376,9461,594915,2.26,97.74,2.31,190
2021-01-03,85466276,1928760,83537516,520329,7937,512392,2.26,97.74,2.31,190
2021-01-04,86023714,1938708,84085006,557438,9948,547490,2.25,97.75,2.31,190
2021-01-05,86764604,1954125,84810479,740890,15417,725473,2.25,97.75,2.3,190
2021-01-06,87555518,1969050,85586468,790914,14925,775989,2.25,97.75,2.3,190
2021-01-07,88425476,1984015,86441461,869959,14965,854993,2.24,97.76,2.3,190
2021-01-08,89260892,1999301,87261591,835416,15286,820130,2.24,97.76,2.29,190
2021-01-09,90017158,2012612,88004546,756266,13311,742955,2.24,97.76,2.29,190
2021-01-10,90618697,2022168,88596529,601539,9556,591983,2.23,97.77,2.28,190
2021-01-11,91233170,2032446,89200724,614473,10278,604195,2.23,97.77,2.28,190
2021-01-12,91925707,2049408,89876299,692537,16962,675575,2.23,97.77,2.28,190
2021-01-13,92668980,2065881,90603099,743273,16473,726800,2.23,97.77,2.28,190
2021-01-14,93428038,2081595,91346443,759058,15714,743344,2.23,97.77,2.28,190
2021-01-15,94211892,2097313,92114579,783854,15718,768136,2.23,97.77,2.28,190
2021-01-16,94868764,2111346,92757418,656872,14033,642839,2.23,97.77,2.28,190
2021-01-17,95396374,2121213,93275161,527610,9867,517743,2.22,97.78,2.27,190
2021-01-18,95913621,2131659,93781962,517248,10446,506801,2.22,97.78,2.27,190
2021-01-19,96506403,2147339,94359064,592782,15680,577102,2.23,97.77,2.28,190
2021-01-20,97193609,2165091,95028518,687206,17752,669454,2.23,97.77,2.28,190
2021-01-21,97862365,2182384,95679981,668756,17293,651463,2.23,97.77,2.28,191
2021-01-22,98525851,2198447,96327404,663486,16063,647423,2.23,97.77,2.28,191
2021-01-23,99102567,2213012,96889555,576716,14565,562151,2.23,97.77,2.28,191
2021-01-24,99564549,2222772,97341777,461982,9760,452222,2.23,97.77,2.28,191
2021-01-25,100046101,2233914,97812187,481552,11142,470410,2.23,97.77,2.28,191
2021-01-26,100607413,2251328,98356085,561312,17414,543898,2.24,97.76,2.29,191
2021-01-27,101208377,2268245,98940132,600964,16917,584047,2.24,97.76,2.29,191
2021-01-28,101823492,2284774,99538718,615115,16529,598586,2.24,97.76,2.3,191
2021-01-29,102412475,2300537,100111938,588985,15763,573220,2.25,97.75,2.3,191
2021-01-30,102927339,2313822,100613517,514864,13285,501579,2.25,97.75,2.3,191
2021-01-31,103323948,2323371,101000577,396609,9549,387060,2.25,97.75,2.3,191
2021-02-01,103766950,2333619,101433331,443002,10248,432754,2.25,97.75,2.3,191
2021-02-02,104232404,2348491,101883913,465454,14872,450582,2.25,97.75,2.31,191
2021-02-03,104757654,2364351,102393303,525250,15860,509390,2.26,97.74,2.31,191
2021-02-04,105229428,2377279,102852149,471774,12928,458846,2.26,97.74,2.31,191
2021-02-05,105765933,2394465,103371468,536505,17186,519319,2.26,97.74,2.32,191
2021-02-06,106201131,2406321,103794810,435198,11856,423342,2.27,97.73,2.32,191
2021-02-07,106552679,2414087,104138592,351548,7766,343782,2.27,97.73,2.32,191
2021-02-08,106892596,2423647,104468949,339918,9560,330357,2.27,97.73,2.32,191
2021-02-09,107299886,2438378,104861508,407290,14731,392559,2.27,97.73,2.33,191
2021-02-10,107740350,2452238,105288112,440464,13860,426604,2.28,97.72,2.33,191
2021-02-11,108184117,2466106,105718011,443767,13868,429899,2.28,97.72,2.33,191
2021-02-12,108613706,2478987,106134719,429589,12881,416708,2.28,97.72,2.34,191
2021-02-13,108994194,2489670,106504524,380488,10683,369805,2.28,97.72,2.34,191
2021-02-14,109302839,2496776,106806063,308645,7106,301539,2.28,97.72,2.34,191
2021-02-15,109583661,2504593,107079068,280822,7817,273005,2.29,97.71,2.34,191
2021-02-16,109943453,2515696,107427757,359792,11103,348689,2.29,97.71,2.34,191
2021-02-17,110329832,2527051,107802781,386379,11355,375024,2.29,97.71,2.34,191
2021-02-18,110740632,2539040,108201592,410800,11989,398811,2.29,97.71,2.35,191
2021-02-19,111150294,2550697,108599597,409662,11657,398005,2.29,97.71,2.35,191
2021-02-20,111525504,2559799,108965705,375210,9102,366108,2.3,97.7,2.35,191
2021-02-21,111845067,2566589,109278478,319563,6790,312773,2.29,97.71,2.35,191
2021-02-22,112140636,2573832,109566804,295569,7243,288326,2.3,97.7,2.35,191
2021-02-23,112533378,2585313,109948065,392742,11481,381261,2.3,97.7,2.35,191
2021-02-24,112978308,2597757,110380551,444930,12444,432486,2.3,97.7,2.35,191
2021-02-25,113431272,2608759,110822513,452964,11002,441962,2.3,97.7,2.35,191
2021-02-26,113873212,2619309,111253903,441940,10550,431390,2.3,97.7,2.35,191
2021-02-27,114269949,2628038,111641911,396737,8729,388008,2.3,97.7,2.35,191
2021-02-28,114577734,2634538,111943196,307785,6500,301285,2.3,97.7,2.35,191
2021-03-01,114883234,2642046,112241188,305500,7508,297992,2.3,97.7,2.35,191
2021-03-02,115196497,2652303,112544194,387610,10257,303006,2.3,97.7,2.36,191
2021-03-03,115638343,2663861,112974482,441846,11558,430288,2.3,97.7,2.36,191
2021-03-04,116096751,2674266,113422485,458408,10405,448003,2.3,97.7,2.36,191
2021-03-05,116545848,2684804,113861044,449097,10538,438559,2.3,97.7,2.36,191
2021-03-06,116959875,2693070,114266805,414027,8266,405761,2.3,97.7,2.36,191
2021-03-07,117334319,2699149,114635170,374444,6079,368365,2.3,97.7,2.35,191
2021-03-08,117639788,2706341,114933447,305469,7192,298277,2.3,97.7,2.35,191
2021-03-09,118053832,2716833,115336999,414044,10492,403552,2.3,97.7,2.36,191
2021-03-10,118512699,2726989,115785710,458867,10156,448711,2.3,97.7,2.36,191
2021-03-11,119002379,2737204,116265175,489680,10215,479465,2.3,97.7,2.35,191
2021-03-12,119491627,2747063,116744564,489248,9859,479389,2.3,97.7,2.35,191
2021-03-13,119947223,2755670,117191553,455596,8607,446989,2.3,97.7,2.35,191
2021-03-14,120312298,2761645,117550653,365075,5975,359100,2.3,97.7,2.35,191
2021-03-15,120666382,2769152,117897230,354084,7507,346577,2.29,97.71,2.35,191
2021-03-16,121133416,2779771,118353645,467034,10619,456415,2.29,97.71,2.35,191
2021-03-17,121679132,2790361,118888771,545716,10590,535126,2.29,97.71,2.35,191
2021-03-18,122227061,2801080,119425981,547929,10719,537210,2.29,97.71,2.35,191
2021-03-19,122789600,2811899,119977701,562539,10819,551720,2.29,97.71,2.34,191
2021-03-20,123288047,2820686,120467361,498447,8787,489660,2.29,97.71,2.34,191
2021-03-21,123728516,2829241,120899275,440469,8555,431914,2.29,97.71,2.34,191
2021-03-22,124149707,2837206,121312501,423405,7965,413226,2.29,97.71,2.34,191
2021-03-23,124655546,2848716,121806830,505839,11510,494329,2.29,97.71,2.34,191
2021-03-24,125285245,2859330,122425915,631700,10614,619085,2.28,97.72,2.34,191
2021-03-25,125937437,2870882,123066555,652192,11552,640640,2.28,97.72,2.33,191
2021-03-26,126577479,2883652,123693827,640042,12770,627272,2.28,97.72,2.33,191
2021-03-27,127162012,2893863,124268149,584533,10211,574322,2.28,97.72,2.33,191
2021-03-28,127654666,2901148,124753518,492654,7285,485369,2.27,97.73,2.33,191
2021-03-29,128113942,2909811,125204131,459276,8663,450613,2.27,97.73,2.32,191
2021-03-30,128676148,2921713,125754435,562206,11902,550304,2.27,97.73,2.32,191
2021-03-31,129350044,2934638,126415406,673896,12925,660971,2.27,97.73,2.32,191
2021-04-01,130059863,2946941,127112922,709819,12303,697516,2.27,97.73,2.32,191
2021-04-02,130704648,2957592,127747056,644785,10651,634134,2.26,97.74,2.32,191
2021-04-03,131244998,2966933,128278065,540350,9341,531009,2.26,97.74,2.31,191
2021-04-04,131804920,2974361,128830559,559922,7428,552494,2.26,97.74,2.31,191
2021-04-05,132301909,2982615,129319294,496989,8254,488735,2.25,97.75,2.31,191
2021-04-06,132909403,2995068,129914335,607494,12453,595041,2.25,97.75,2.31,191
2021-04-07,133572542,3010427,130562115,663139,15359,647780,2.25,97.75,2.31,191
2021-04-08,134408598,3024730,131383868,836056,14303,821753,2.25,97.75,2.3,191
2021-04-09,135155916,3039077,132116839,752105,14347,732971,2.25,97.75,2.3,191
2021-04-10,135826560,3052084,132774476,670644,13007,657637,2.25,97.75,2.3,191
2021-04-11,136536172,3061206,133474966,709612,9122,700490,2.24,97.76,2.29,191
2021-04-12,137150018,3071114,134078904,613846,9908,603938,2.24,97.76,2.29,191
2021-04-13,137913842,3084908,134828934,763824,13794,750030,2.24,97.76,2.29,191
2021-04-14,138725156,3098999,135626157,811314,14091,797223,2.23,97.77,2.28,191
2021-04-15,139546387,3112656,136433731,821231,13657,807574,2.23,97.77,2.28,191
2021-04-16,140406237,3126034,137280203,859850,13378,846472,2.23,97.77,2.28,191
2021-04-17,141200224,3138650,138061574,794040,12616,781371,2.22,97.78,2.27,191
2021-04-18,141900334,3147787,138752547,700110,9137,690973,2.22,97.78,2.27,191
2021-04-19,142591266,3158921,139432345,690932,11134,679798,2.22,97.78,2.27,191
2021-04-20,143430863,3173214,140257649,839597,14293,825304,2.21,97.79,2.26,191
2021-04-21,144320105,3187969,141132136,889242,14755,874487,2.21,97.79,2.26,191
2021-04-22,145219506,3201890,142017616,899401,13921,885480,2.2,97.8,2.25,191
2021-04-23,146127165,3217151,142910014,907659,15261,892398,2.2,97.8,2.25,191
2021-04-24,146951395,3230283,143721112,824230,13132,811098,2.2,97.8,2.25,191
2021-04-25,147679881,3241056,144438825,728486,10773,717713,2.19,97.81,2.24,191
2021-04-26,148368931,3252686,145116245,689050,11630,677420,2.19,97.81,2.24,191
2021-04-27,149208053,3267687,145940366,839122,15001,824121,2.19,97.81,2.24,191
2021-04-28,150106844,3283632,146823212,898791,15945,882846,2.19,97.81,2.24,191
2021-04-29,151000879,3299371,147701508,894035,15739,878296,2.19,97.81,2.23,191
2021-04-30,151892248,3313794,148578454,891369,14423,876946,2.18,97.82,2.23,191
2021-05-01,152687158,3326833,149360325,794910,13039,781871,2.18,97.82,2.23,191
2021-05-02,153374429,3337164,150037265,687271,10331,676940,2.18,97.82,2.22,191
2021-05-03,154064886,3348849,150716037,690457,11685,678772,2.17,97.83,2.22,191
2021-05-04,154849842,3362908,151486934,784956,14059,770897,2.17,97.83,2.22,191
2021-05-05,155691843,3377814,152314029,842001,14906,827095,2.17,97.83,2.22,191
2021-05-06,156564688,3392389,153172299,872845,14575,858270,2.17,97.83,2.21,191
2021-05-07,157399514,3406855,153992659,834826,14466,820360,2.16,97.84,2.21,191
2021-05-08,158187812,3420184,154767628,788298,13329,774969,2.16,97.84,2.21,191
2021-05-09,158837221,3430658,155406563,649410,10474,638935,2.16,97.84,2.21,191
2021-05-10,159462865,3441750,156021115,625644,11092,614552,2.16,97.84,2.21,191
2021-05-11,160188664,3455921,156732743,725816,14171,711628,2.16,97.84,2.2,191
2021-05-12,160956152,3470061,157486091,767488,14140,753348,2.16,97.84,2.2,191
2021-05-13,161690851,3483495,158207356,734699,13434,721265,2.15,97.85,2.2,191
2021-05-14,162400416,3496523,158903893,709565,13028,696537,2.15,97.85,2.2,191
2021-05-15,163032028,3508808,159523220,631612,12285,619327,2.15,97.85,2.2,191
2021-05-16,163578650,3519109,160059541,546622,10301,536321,2.15,97.85,2.2,191
2021-05-17,164122192,3530439,160591753,543542,11330,532212,2.15,97.85,2.2,191
2021-05-18,164741830,3544515,161197315,622000,14076,605562,2.15,97.85,2.2,192
2021-05-19,165413875,3557972,161855903,672045,13457,658588,2.15,97.85,2.2,192
2021-05-20,165696181,3571152,162125029,631146,13180,269126,2.16,97.84,2.2,192
2021-05-21,166322656,3584129,162738527,626475,12977,613498,2.15,97.85,2.2,192
2021-05-22,166895017,3595574,163299443,572361,11445,560916,2.15,97.85,2.2,192
2021-05-23,167376640,3605437,163771203,481623,9863,471760,2.15,97.85,2.2,192
2021-05-24,167827718,3614583,164213135,451078,9146,441932,2.15,97.85,2.2,192
2021-05-25,168361125,3627566,164733559,533407,12983,520424,2.15,97.85,2.2,192
2021-05-26,168929553,3640372,165289181,568428,12806,555622,2.15,97.85,2.2,192
2021-05-27,169476450,3653312,165823138,546897,12940,533957,2.16,97.84,2.2,192
2021-05-28,169981961,3665328,166316633,505511,12016,493495,2.16,97.84,2.2,192
2021-05-29,170462381,3676136,166786245,480420,10808,469612,2.16,97.84,2.2,192
2021-05-30,170852328,3684536,167167792,389947,8400,381547,2.16,97.84,2.2,192
2021-05-31,171239384,3693233,167546151,387056,8697,378359,2.16,97.84,2.2,192
2021-06-01,171699388,3708447,167990941,460004,15214,444790,2.16,97.84,2.21,192
2021-06-02,172187016,3720373,168466643,487628,11926,475702,2.16,97.84,2.21,192
2021-06-03,172667515,3730531,168936984,480499,10158,470341,2.16,97.84,2.21,192
2021-06-04,173092406,3741191,169351215,424891,10660,414231,2.16,97.84,2.21,192
2021-06-05,173489057,3750604,169738453,396651,9413,387238,2.16,97.84,2.21,192
2021-06-06,173812038,3757910,170054128,322981,7306,315675,2.16,97.84,2.21,192
2021-06-07,174133805,3765985,170367820,321767,8075,313692,2.16,97.84,2.21,192
2021-06-08,174503922,3776640,170727282,370117,10655,359462,2.16,97.84,2.21,192
2021-06-09,174922214,3786823,171135391,418292,10183,408109,2.16,97.84,2.21,192
2021-06-10,175375718,3802803,171572915,453504,15980,437524,2.17,97.83,2.22,192
2021-06-11,175797755,3814543,171983212,422037,11740,410297,2.17,97.83,2.22,192
2021-06-12,176166135,3824353,172341782,368380,9810,358570,2.17,97.83,2.22,192
2021-06-13,176468936,3833624,172635312,302801,9271,293530,2.17,97.83,2.22,192
2021-06-14,176778238,3841615,172936623,309302,7991,301311,2.17,97.83,2.22,192
2021-06-15,177152995,3852366,173300629,374757,10751,364006,2.17,97.83,2.22,192
2021-06-16,177542170,3862448,173679722,389175,10082,379093,2.18,97.82,2.22,192
2021-06-17,177938165,3871747,174066418,395995,9299,386696,2.18,97.82,2.22,192
2021-06-18,178341672,3880940,174460732,403507,9193,394314,2.18,97.82,2.22,192
2021-06-19,178688969,3889021,174799948,347297,8081,339216,2.18,97.82,2.22,192
2021-06-20,178993733,3895889,175097844,304764,6868,297896,2.18,97.82,2.22,192
2021-06-21,179290388,3902872,175387516,296655,6983,289672,2.18,97.82,2.23,192
2021-06-22,179700602,3911858,175788744,410214,8986,401228,2.18,97.82,2.23,192
2021-06-23,180097225,3921204,176176021,396623,9346,387277,2.18,97.82,2.23,192
2021-06-24,180506479,3929864,176576615,409254,8660,400594,2.18,97.82,2.23,192
2021-06-25,180924147,3939098,176985049,417668,9234,408434,2.18,97.82,2.23,192
2021-06-26,181287044,3946641,177340403,362897,7543,355354,2.18,97.82,2.23,192
2021-06-27,181598280,3952736,177645544,311236,6095,305141,2.18,97.82,2.23,192
2021-06-28,181931298,3959297,177972001,333018,6561,326457,2.18,97.82,2.22,192
2021-06-29,182312506,3967457,178345049,381208,8160,373048,2.18,97.82,2.22,192
2021-06-30,182711974,3976662,178735312,399491,9205,390263,2.18,97.82,2.22,192
2021-07-01,183147516,3985203,179162313,435542,8541,427001,2.18,97.82,2.22,192
2021-07-02,183589858,3993579,179596279,442342,8376,433966,2.18,97.82,2.22,192
2021-07-03,183963685,4000482,179963203,373827,6903,366924,2.17,97.83,2.22,192
2021-07-04,184291429,4007122,180284307,327744,6640,321104,2.17,97.83,2.22,192
2021-07-05,184669346,4014514,180654832,377917,7392,370525,2.17,97.83,2.22,192
2021-07-06,185119877,4022995,181096882,450531,8481,442050,2.17,97.83,2.22,192
2021-07-07,185585119,4031549,181553570,465242,8554,456688,2.17,97.83,2.22,192
2021-07-08,186066998,4040469,182026529,481879,8920,472959,2.17,97.83,2.22,192
2021-07-09,186580234,4048886,182531348,513236,8417,504819,2.17,97.83,2.22,192
2021-07-10,187001347,4055450,182945897,421113,6564,414549,2.17,97.83,2.22,192
2021-07-11,187371239,4063083,183308156,369892,7633,362259,2.17,97.83,2.22,192
2021-07-12,187805402,4071224,183734178,434163,8141,426022,2.17,97.83,2.22,192
2021-07-13,188331061,4079606,184251455,525659,8382,517277,2.17,97.83,2.21,192
2021-07-14,188869043,4088197,184780846,537982,8591,529391,2.16,97.84,2.21,192
2021-07-15,189445457,4096833,185348624,576414,8636,567778,2.16,97.84,2.21,192
2021-07-16,190041395,4105594,185935801,595938,8761,587177,2.16,97.84,2.21,192
2021-07-17,190530245,4113104,186417141,488850,7510,481340,2.16,97.84,2.21,192
2021-07-18,190950454,4119706,186830748,420209,6602,413607,2.16,97.84,2.21,192
2021-07-19,191439879,4126932,187312947,489425,7226,482199,2.16,97.84,2.2,192
2021-07-20,191972298,4147633,187824665,532419,20701,511718,2.16,97.84,2.21,192
2021-07-21,192528406,4156300,188372106,556108,8667,547441,2.16,97.84,2.21,192
2021-07-22,193093565,4165080,188928485,565159,8780,556379,2.16,97.84,2.2,192
2021-07-23,193821705,4173411,189648294,728140,8331,719809,2.15,97.85,2.2,192
2021-07-24,194253621,4182075,190071546,491291,8664,423252,2.15,97.85,2.2,192
2021-07-25,194699235,4189456,190509779,445614,7381,438233,2.15,97.85,2.2,192
2021-07-26,195239816,4197961,191041855,540581,8505,532076,2.15,97.85,2.2,192
2021-07-27,195846146,4207751,191638395,606330,9790,596540,2.15,97.85,2.2,192
2021-07-28,196496206,4217873,192278333,650060,10122,639938,2.15,97.85,2.19,192
2021-07-29,197139061,4228139,192910922,642855,10266,632589,2.14,97.86,2.19,192
2021-07-30,197871391,4237742,193633649,732330,9603,722727,2.14,97.86,2.19,192
2021-07-31,198388685,4246586,194142099,517294,8844,508450,2.14,97.86,2.19,192
2021-08-01,198871735,4254005,194617730,483050,7419,475631,2.14,97.86,2.19,192
2021-08-02,199442821,4262156,195180665,571086,8151,562935,2.14,97.86,2.18,192
2021-08-03,200077096,4272508,195804588,634275,10352,623923,2.14,97.86,2.18,192
2021-08-04,200757536,4283000,196474536,680440,10492,669948,2.13,97.87,2.18,192
2021-08-05,201443130,4293991,197149139,685594,10991,674603,2.13,97.87,2.18,192
2021-08-06,202262596,4304462,197958134,819466,10471,808995,2.13,97.87,2.17,192
2021-08-07,202823842,4313138,198510704,561246,8676,552570,2.13,97.87,2.17,192
2021-08-08,203291558,4320635,198970923,467716,7497,460219,2.13,97.87,2.17,192
2021-08-09,203910614,4329465,199581149,619056,8830,610226,2.12,97.88,2.17,192
2021-08-10,204556351,4340983,200215368,645737,11518,634219,2.12,97.88,2.17,192
2021-08-11,205287044,4351507,200935537,730693,10524,720169,2.12,97.88,2.17,192
2021-08-12,205992764,4362019,201630745,705720,10512,695208,2.12,97.88,2.16,192
2021-08-13,206794559,4372493,202422066,801795,10474,791321,2.11,97.89,2.16,192
2021-08-14,207347468,4381235,202966233,552909,8742,544167,2.11,97.89,2.16,192
2021-08-15,207814150,4388678,203425472,466682,7443,459239,2.11,97.89,2.16,192
2021-08-16,208478470,4398541,204079929,664320,9863,654457,2.11,97.89,2.16,192
2021-08-17,209161150,4409254,204751896,682680,10713,671967,2.11,97.89,2.15,192
2021-08-18,209896793,4420072,205476721,735643,10818,724825,2.11,97.89,2.15,192
2021-08-19,210608523,4431518,206177005,711730,11446,700284,2.1,97.9,2.15,192
2021-08-20,211393732,4442011,206951721,785209,10493,774716,2.1,97.9,2.15,192
2021-08-21,211952785,4450933,207501852,559053,8922,550131,2.1,97.9,2.15,192
2021-08-22,212400865,4458714,207942151,448080,7781,440299,2.1,97.9,2.14,193
2021-08-23,213084946,4468766,208616180,684081,10052,674029,2.1,97.9,2.14,193
2021-08-24,213761710,4479791,209281919,676764,11025,665739,2.1,97.9,2.14,193
2021-08-25,214499105,4491101,210008004,737395,11310,726085,2.09,97.91,2.14,193
2021-08-26,215235537,4502692,210732845,736432,11591,724841,2.09,97.91,2.14,193
2021-08-27,215986646,4513107,211473539,751109,10415,740694,2.09,97.91,2.13,193
2021-08-28,216543804,4521540,212022264,557158,8433,548725,2.09,97.91,2.13,193
2021-08-29,216990623,4528362,212462261,446819,6822,439997,2.09,97.91,2.13,193
2021-08-30,217662474,4537931,213124543,671851,9569,662282,2.08,97.92,2.13,193
2021-08-31,218283108,4547249,213735859,620634,9318,611316,2.08,97.92,2.13,193
2021-09-01,219002180,4559671,214442509,719072,12422,706650,2.08,97.92,2.13,193
2021-09-02,219678941,4570927,215108014,678468,11256,665505,2.08,97.92,2.12,193
2021-09-03,220402501,4581652,215820849,723560,10725,712835,2.08,97.92,2.12,193
2021-09-04,220899202,4589424,216309778,496701,7772,488929,2.08,97.92,2.12,193
2021-09-05,221346170,4595994,216750176,446968,6570,440398,2.08,97.92,2.12,193
2021-09-06,221823936,4604160,217219776,477779,8166,469600,2.08,97.92,2.12,193
2021-09-07,222480426,4614623,217865803,656490,10463,646027,2.07,97.93,2.12,193
2021-09-08,223118125,4624707,218493418,637699,10084,627615,2.07,97.93,2.12,193
2021-09-09,223758270,4635458,219122812,640145,10751,629394,2.07,97.93,2.12,193
2021-09-10,224416982,4644640,219772342,658712,9182,649530,2.07,97.93,2.11,193
2021-09-11,224885504,4653013,220232491,468522,8373,460149,2.07,97.93,2.11,193
2021-09-12,225256908,4658677,220598231,371404,5664,365740,2.07,97.93,2.11,193
2021-09-13,225834809,4667832,221166977,577901,9155,568746,2.07,97.93,2.11,193
2021-09-14,226384636,4677736,221706900,549827,9904,539923,2.07,97.93,2.11,193
2021-09-15,226951486,4688164,222263322,568026,10428,556422,2.07,97.93,2.11,193
2021-09-16,227538841,4698678,222840163,587355,10514,576841,2.07,97.93,2.11,193
2021-09-17,228162060,4707739,223454321,623219,9061,614158,2.06,97.94,2.11,193
2021-09-18,228685930,4714226,223971704,523870,6487,517383,2.06,97.94,2.1,193
2021-09-19,229049327,4720323,224329004,363397,6097,357300,2.06,97.94,2.1,193
2021-09-20,229579517,4728693,224850824,530190,8370,521820,2.06,97.94,2.1,193
2021-09-21,230068196,4738048,225330148,488679,9355,479324,2.06,97.94,2.1,193
2021-09-22,230603174,4747765,225855409,534978,9717,525261,2.06,97.94,2.1,193
2021-09-23,231150804,4757613,226393191,547630,9848,537782,2.06,97.94,2.1,193
2021-09-24,231700046,4766311,226933735,549242,8698,540544,2.06,97.94,2.1,193
2021-09-25,232074048,4771782,227302266,374125,5471,368531,2.06,97.94,2.1,193
2021-09-26,232429867,4777316,227652551,355819,5534,350285,2.06,97.94,2.1,193
2021-09-27,232912636,4785090,228127546,482769,7774,474995,2.05,97.95,2.1,193
2021-09-28,233363612,4794463,228569149,450976,9373,441603,2.05,97.95,2.1,193
2021-09-29,233854589,4803756,229050833,490977,9293,481684,2.05,97.95,2.1,193
2021-09-30,234344486,4812628,229531858,489897,8872,481025,2.05,97.95,2.1,193
2021-10-01,234866488,4821259,230045229,522002,8631,513371,2.05,97.95,2.1,193
2021-10-02,235217129,4827199,230389930,350641,5940,344701,2.05,97.95,2.1,193
2021-10-03,235526172,4831562,230694610,309043,4363,304680,2.05,97.95,2.09,193
2021-10-04,235973236,4838800,231134436,447064,7238,439826,2.05,97.95,2.09,193
2021-10-05,236396084,4846166,231549918,422848,7366,415482,2.05,97.95,2.09,193
2021-10-06,236903137,4855299,232047838,507053,9133,497920,2.05,97.95,2.09,193
2021-10-07,237364971,4864258,232500713,461834,8959,452875,2.05,97.95,2.09,193
2021-10-08,237840388,4871819,232968569,475417,7561,467856,2.05,97.95,2.09,193
2021-10-09,238180587,4876643,233303944,340199,4824,335375,2.05,97.95,2.09,193
2021-10-10,238497040,4881401,233615639,316453,4758,311695,2.05,97.95,2.09,193
2021-10-11,238885027,4887365,233997662,387987,5964,382023,2.05,97.95,2.09,193
2021-10-12,239323235,4895343,234427892,438208,7978,430230,2.05,97.95,2.09,193
2021-10-13,239779656,4904246,234875410,456421,8903,447518,2.05,97.95,2.09,193
2021-10-14,240233053,4912254,235320799,454493,8008,445389,2.04,97.96,2.09,193
2021-10-15,240691036,4919459,235771577,457983,7205,450778,2.04,97.96,2.09,193
2021-10-16,241032394,4924801,236107593,341358,5342,336016,2.04,97.96,2.09,193
2021-10-17,241345695,4929161,236416534,313301,4360,308941,2.04,97.96,2.08,193
2021-10-18,241773480,4935758,236837722,427785,6597,421188,2.04,97.96,2.08,193
2021-10-19,242205046,4943743,237261303,431566,7985,423581,2.04,97.96,2.08,193
2021-10-20,242681353,4952413,237728940,476307,8670,467637,2.04,97.96,2.08,193
2021-10-21,243143399,4960177,238183222,462046,7764,454282,2.04,97.96,2.08,193
2021-10-22,243636224,4968346,238667878,492825,8169,484656,2.04,97.96,2.08,193
2021-10-23,244006482,4974232,239032250,370258,5886,364372,2.04,97.96,2.08,193
2021-10-24,244315685,4978873,239336812,309203,4641,304562,2.04,97.96,2.08,193
2021-10-25,244768082,4985765,239782317,452397,6892,445505,2.04,97.96,2.08,193
2021-10-26,245194554,4993505,240201049,426472,7740,418732,2.04,97.96,2.08,193
2021-10-27,245708548,5002648,240705900,513994,9143,504851,2.04,97.96,2.08,193
2021-10-28,246191573,5011582,241179991,483025,8934,474091,2.04,97.96,2.08,193
2021-10-29,246685654,5019401,241666253,494081,7819,486262,2.03,97.97,2.08,194
2021-10-30,247060266,5025404,242034862,374612,6003,368609,2.03,97.97,2.08,194
2021-10-31,247409113,5030040,242379073,348847,4636,344211,2.03,97.97,2.08,194
2021-11-01,247866759,5036524,242830235,457646,6484,451162,2.03,97.97,2.07,194
2021-11-02,248271207,5043602,243227605,404448,7078,397370,2.03,97.97,2.07,194
2021-11-03,248796000,5052065,243743935,524793,8463,516330,2.03,97.97,2.07,194
2021-11-04,249313456,5059635,244253821,517456,7570,509886,2.03,97.97,2.07,194
2021-11-05,249837738,5068220,244769518,524282,8585,515697,2.03,97.97,2.07,194
2021-11-06,250243487,5074865,245168622,405749,6645,399104,2.03,97.97,2.07,194
2021-11-07,250584186,5079480,245504706,340699,4615,336084,2.03,97.97,2.07,194
2021-11-08,251109231,5086295,246022936,525045,6815,518230,2.03,97.97,2.07,194
2021-11-09,251578644,5094297,246484347,469413,8002,461411,2.02,97.98,2.07,194
2021-11-10,252152172,5102566,247049606,573576,8269,565259,2.02,97.98,2.07,194
2021-11-11,252673054,5110240,247562814,521289,7674,513208,2.02,97.98,2.06,194
2021-11-12,253272805,5119240,248153565,599751,9000,590751,2.02,97.98,2.06,194
2021-11-13,253668528,5125530,248542998,395723,6290,389433,2.02,97.98,2.06,194
2021-11-14,254016807,5130257,248886550,348279,4727,343552,2.02,97.98,2.06,194
2021-11-15,254618392,5137378,249481014,601585,7121,594464,2.02,97.98,2.06,194
2021-11-16,255125217,5144993,249980224,506825,7615,499210,2.02,97.98,2.06,194
2021-11-17,255740427,5154149,250586278,615210,9156,606054,2.02,97.98,2.06,194
2021-11-18,256362083,5162439,251199644,621656,8290,613366,2.01,97.99,2.06,194
2021-11-19,256976720,5170418,251806302,614637,7979,606658,2.01,97.99,2.05,194
2021-11-20,257414736,5176446,252238290,438016,6028,431988,2.01,97.99,2.05,194
2021-11-21,257794528,5181084,252613444,379792,4638,375154,2.01,97.99,2.05,194
2021-11-22,258499181,5188536,253310645,704653,7452,697201,2.01,97.99,2.05,194
2021-11-23,259091774,5196547,253895227,593742,8011,584582,2.01,97.99,2.05,194
2021-11-24,259749679,5205116,254544563,657905,8569,649336,2.0,98.0,2.04,194
2021-11-25,260346898,5212971,255133927,597219,7855,589364,2.0,98.0,2.04,194
